Subject,Run,Volume,File,Dice,Jaccard
2192-T1,run1,vol0065,('test-GT-masks-WSU/binary/bin_mask_zpr_2192-T1_run1_vol0065.nii.gz',0.933947742,0.876080692
2192-T1,run1,vol0100,('test-GT-masks-WSU/binary/bin_mask_zpr_2192-T1_run1_vol0100.nii.gz',0.920177579,0.852156401
2192-T1,run1,vol0155,('test-GT-masks-WSU/binary/bin_mask_zpr_2192-T1_run1_vol0155.nii.gz',0.925220191,0.860846281
2192-T1,run1,vol0235,('test-GT-masks-WSU/binary/bin_mask_zpr_2192-T1_run1_vol0235.nii.gz',0.931460857,0.871714354
2192-T1,run1,vol0325,('test-GT-masks-WSU/binary/bin_mask_zpr_2192-T1_run1_vol0325.nii.gz',0.947317302,0.899907649
2206-T2,run1,vol0100,('test-GT-masks-WSU/binary/bin_mask_zpr_2206-T2_run1_vol0100.nii.gz',0.96825999,0.938472927
2206-T2,run1,vol0200,('test-GT-masks-WSU/binary/bin_mask_zpr_2206-T2_run1_vol0200.nii.gz',0.960997224,0.924922705
2206-T2,run1,vol0235,('test-GT-masks-WSU/binary/bin_mask_zpr_2206-T2_run1_vol0235.nii.gz',0.971651673,0.94486624
2206-T2,run1,vol0324,('test-GT-masks-WSU/binary/bin_mask_zpr_2206-T2_run1_vol0324.nii.gz',0.967540741,0.937122405
2228-T2,me123,vol0075,('test-GT-masks-WSU/binary/bin_mask_zpr_2228-T2_me123_vol0075.nii.gz',0.957675815,0.91878885
2228-T2,me123,vol0115,('test-GT-masks-WSU/binary/bin_mask_zpr_2228-T2_me123_vol0115.nii.gz',0.958574355,0.92044431
2228-T2,me123,vol0150,('test-GT-masks-WSU/binary/bin_mask_zpr_2228-T2_me123_vol0150.nii.gz',0.962851822,0.928364754
2228-T2,me123,vol0225,('test-GT-masks-WSU/binary/bin_mask_zpr_2228-T2_me123_vol0225.nii.gz',0.950576901,0.905809104
