Accuracy,Dice,Sensitivity,Specificty,Volume
0.9979677200317383,0.9526283144950867,0.993725061416626,0.9980567693710327,zpr_2164-T1_run1_vol0227.nii.npy
0.9927505850791931,0.8691232800483704,1.0,0.9925717711448669,zpr_2100-T2_run2_vol0110.nii.npy
0.9968445301055908,0.8922491669654846,0.9242738485336304,0.99788498878479,zpr_2040-T1_run1_vol0078.nii.npy
0.9986686110496521,0.9515475034713745,0.950127899646759,0.9993458390235901,zpr_2176-T1_run1_vol0045.nii.npy
0.9990381002426147,0.9803451299667358,0.9829367995262146,0.9994409084320068,zpr_2020-T2_run2_vol0170.nii.npy
0.9985806345939636,0.9668083786964417,0.955926239490509,0.999523401260376,zpr_2066-T1_run1_vol0135.nii.npy
0.9940966367721558,0.8318155407905579,0.9705595374107361,0.9944560527801514,zpr_2033-T1_run2_vol0145.nii.npy
0.9927271008491516,0.5931758284568787,0.8362627029418945,0.9937254786491394,zpr_2048-T1_run2_vol0122.nii.npy
0.9963547587394714,0.9316695332527161,0.8820651769638062,0.9996680617332458,zpr_2103-T2_run1_vol0050.nii.npy
0.9984720945358276,0.9646660089492798,0.980559766292572,0.9988613724708557,zpr_2164-T1_run1_vol0016.nii.npy
0.9978122711181641,0.9248589873313904,0.9928632974624634,0.9978802800178528,zpr_2160-T1_run1_vol0085.nii.npy
0.9975131154060364,0.8701775670051575,0.8351454734802246,0.9991498589515686,zpr_2084-T1_run2_vol0080.nii.npy
0.9975483417510986,0.9563902020454407,0.9831617474555969,0.9979527592658997,zpr_2228-T2_me123_vol0150.nii.npy
0.9962257146835327,0.8489614129066467,0.8345639109611511,0.9983068704605103,zpr_2191-T1_run1_vol0041.nii.npy
0.9983020424842834,0.9398941397666931,0.9888597726821899,0.9984304904937744,zpr_2160-T1_run1_vol0039.nii.npy
0.9938502907752991,0.6547011137008667,0.9320206046104431,0.9942395091056824,zpr_2048-T1_run2_vol0066.nii.npy
0.9975630044937134,0.8857417702674866,0.8312258124351501,0.9994749426841736,zpr_2041-T1_run1_vol0044.nii.npy
0.9976773858070374,0.9086715579032898,0.8647936582565308,0.9994768500328064,zpr_2168-T1_run2_vol0140.nii.npy
0.9975835084915161,0.9044748544692993,0.9622594714164734,0.9980085492134094,zpr_2152-T1_run1_vol0025.nii.npy
0.9975981712341309,0.9242017865180969,0.9292759895324707,0.998691976070404,zpr_2037-T1_run1_vol0063.nii.npy
0.9967095851898193,0.9470754861831665,0.9106494784355164,0.9995847940444946,zpr_2033-T2_run1_vol0060.nii.npy
0.998108446598053,0.9498015642166138,0.9181462526321411,0.9996979236602783,zpr_2095-T1_run2_vol0055.nii.npy
0.9972785115242004,0.929983377456665,0.8731935620307922,0.9999011754989624,zpr_2095-T1_run2_vol0163.nii.npy
0.9974222183227539,0.9490050673484802,0.9711470007896423,0.9980876445770264,zpr_2079-T1_run1_vol0025.nii.npy
0.9977712035179138,0.9602718353271484,0.9265610575675964,0.9999033212661743,zpr_2103-T2_run1_vol0172.nii.npy
0.9975072741508484,0.9102049469947815,0.9808743000030518,0.9977242946624756,zpr_2191-T1_run1_vol0234.nii.npy
0.9972755908966064,0.9513485431671143,0.9094823002815247,0.9999244809150696,zpr_2103-T2_run1_vol0124.nii.npy
0.9878647923469543,0.349371075630188,0.9919642806053162,0.9878513216972351,zpr_2019-T1_run1_vol0121.nii.npy
0.9987360239028931,0.9736729860305786,0.9633748531341553,0.9996153116226196,zpr_2076-T1_run2_vol0055.nii.npy
0.9983547925949097,0.9408789277076721,0.9471673965454102,0.9990721940994263,zpr_2176-T1_run1_vol0135.nii.npy
0.9984310269355774,0.9744422435760498,0.983130931854248,0.9989111423492432,zpr_2063-T1_run2_vol0032.nii.npy
0.9986304640769958,0.9687855243682861,0.9687207341194153,0.9993013739585876,zpr_2066-T1_run1_vol0030.nii.npy
0.9988856315612793,0.9728027582168579,0.9893725514411926,0.9990811944007874,zpr_2013-T1_run1_vol0160.nii.npy
0.9971025586128235,0.9496431946754456,0.9181038737297058,0.9995254278182983,zpr_2105-T1_run1_vol0070.nii.npy
0.9977418780326843,0.9536981582641602,0.976120114326477,0.9982695579528809,zpr_2105-T2_run2_vol0131.nii.npy
0.9963019490242004,0.9306113719940186,0.875,0.9998400211334229,zpr_2103-T2_run1_vol0009.nii.npy
0.9987506866455078,0.9542722105979919,0.9592145085334778,0.9992954134941101,zpr_2081-T1_run1_vol0119.nii.npy
0.9990586042404175,0.9801839590072632,0.9894067645072937,0.9992912411689758,zpr_2020-T2_run2_vol0070.nii.npy
0.9949324131011963,0.8378986716270447,0.9873977303504944,0.9950337409973145,zpr_2161-T1_run1_vol0250.nii.npy
0.9986891150474548,0.9756919741630554,0.9819395542144775,0.9991502165794373,zpr_2035-T1_run2_vol0057.nii.npy
0.9958151578903198,0.8711279630661011,0.9704225063323975,0.9961907267570496,zpr_2161-T1_run1_vol0045.nii.npy
0.9987859129905701,0.956631064414978,0.9424148797988892,0.9995983839035034,zpr_2150-T1_run1_vol0239.nii.npy
0.9987829923629761,0.9565490484237671,0.9532554149627686,0.9994319081306458,zpr_2150-T1_run1_vol0330.nii.npy
0.9985190033912659,0.9461448192596436,0.9539784789085388,0.9991348385810852,zpr_2176-T1_run1_vol0200.nii.npy
0.997985303401947,0.93704754114151,0.989357590675354,0.9981180429458618,zpr_2192-T1_run1_vol0155.nii.npy
0.9990645051002502,0.964653730392456,0.9579665660858154,0.9996195435523987,zpr_2157-T1_run1_vol0112.nii.npy
0.997131884098053,0.9386371970176697,0.9987982511520386,0.997094452381134,zpr_2206-T2_run1_vol0200.nii.npy
0.9959617853164673,0.9230253100395203,0.961005687713623,0.9968652129173279,zpr_2079-T1_run1_vol0115.nii.npy
0.9895070791244507,0.37381869554519653,0.9527207612991333,0.9896284341812134,zpr_2019-T1_run1_vol0150.nii.npy
0.9985043406486511,0.9674288034439087,0.9761567115783691,0.9990246891975403,zpr_2105-T2_run2_vol0060.nii.npy
0.9983489513397217,0.9404169917106628,0.902681827545166,0.9997500777244568,zpr_2157-T1_run1_vol0333.nii.npy
0.9988709688186646,0.9758514761924744,0.9714035987854004,0.9995315074920654,zpr_2076-T1_run2_vol0085.nii.npy
0.9976714849472046,0.960959792137146,0.9881686568260193,0.997955322265625,zpr_2063-T1_run2_vol0105.nii.npy
0.9981406927108765,0.9566762447357178,0.9810791611671448,0.9985053539276123,zpr_2107-T2_run2_vol0054.nii.npy
0.9990909099578857,0.97300124168396,0.9667705297470093,0.9996479749679565,zpr_2136-T1_run2_vol0330.nii.npy
0.998041033744812,0.9645848870277405,0.990311324596405,0.9982550144195557,zpr_2228-T2_me123_vol0075.nii.npy
0.9976304173469543,0.8966223001480103,0.8484261631965637,0.9994597434997559,zpr_2041-T1_run1_vol0166.nii.npy
0.9983254671096802,0.9684617519378662,0.9741111397743225,0.9989818930625916,zpr_2035-T1_run2_vol0089.nii.npy
0.9976421594619751,0.9554866552352905,0.9220002293586731,0.9997768402099609,zpr_2101-T2_run3_vol0130.nii.npy
0.9979031682014465,0.9178821444511414,0.9509757161140442,0.9984886646270752,zpr_2152-T1_run1_vol0125.nii.npy
0.9953283071517944,0.8564735651016235,0.9826338887214661,0.995510995388031,zpr_2161-T1_run1_vol0018.nii.npy
