Accuracy,Dice,Sensitivity,Specificty,Volume
0.9992111325263977,0.9717050790786743,0.9924795627593994,0.9993042945861816,zpr_2142-T1_run1_vol0106.nii.npy
0.9928825497627258,0.6686689257621765,0.5420539975166321,0.9989359974861145,zpr_2191-T1_run1_vol0030.nii.npy
0.9976773858070374,0.9384710788726807,0.9164011478424072,0.9992793202400208,zpr_2091-T1_run2_vol0046.nii.npy
0.9990146160125732,0.9797834157943726,0.9669833779335022,0.9998255968093872,zpr_2076-T1_run2_vol0140.nii.npy
0.9972198605537415,0.9554134011268616,0.9354392886161804,0.9992518424987793,zpr_2033-T2_run1_vol0135.nii.npy
0.9985688924789429,0.9730416536331177,0.9605191349983215,0.999620258808136,zpr_2117-T2_run1_vol0048.nii.npy
0.9963489174842834,0.7499498128890991,0.9102876782417297,0.996869683265686,zpr_2048-T1_run2_vol0035.nii.npy
0.9987272620201111,0.9519166946411133,0.9790337085723877,0.9989839792251587,zpr_2081-T1_run1_vol0063.nii.npy
0.9977183938026428,0.9513750076293945,0.9980330467224121,0.9977112412452698,zpr_2206-T2_run1_vol0100.nii.npy
0.9986392855644226,0.965054988861084,0.9722306728363037,0.9991596937179565,zpr_2029-T1_run2_vol0140.nii.npy
0.9982903003692627,0.9683650732040405,0.9815201759338379,0.9987496137619019,zpr_2035-T1_run1_vol0025.nii.npy
0.9866419434547424,0.45998814702033997,0.2988293170928955,0.9999910593032837,zpr_2040-T1_run2_vol0080.nii.npy
0.9977976083755493,0.9048283100128174,0.8473771810531616,0.9996793270111084,zpr_2041-T1_run1_vol0110.nii.npy
0.9988826513290405,0.9781774282455444,0.9796925187110901,0.9993860721588135,zpr_2177-T2_run1_vol0159.nii.npy
0.9978885054588318,0.9616531729698181,0.9756835699081421,0.9985078573226929,zpr_2105-T1_run1_vol0135.nii.npy
0.9977183938026428,0.9626715183258057,0.9446327686309814,0.9994248747825623,zpr_2033-T2_run1_vol0025.nii.npy
0.9982374906539917,0.9677903652191162,0.9820535182952881,0.9986859560012817,zpr_2035-T1_run1_vol0170.nii.npy
0.9976539015769958,0.9268471002578735,0.9740534424781799,0.9980195760726929,zpr_2192-T1_run1_vol0065.nii.npy
0.9967770576477051,0.9388459324836731,0.9775202870368958,0.9972770810127258,zpr_2057-T1_run1_vol0109.nii.npy
0.9989970326423645,0.9795699119567871,0.9765364527702332,0.9995640516281128,zpr_2177-T2_run1_vol0185.nii.npy
0.9985249042510986,0.9730077981948853,0.9863997101783752,0.998860776424408,zpr_2105-T1_run1_vol0107.nii.npy
0.9983254671096802,0.9279131293296814,0.9069595336914062,0.9994242191314697,zpr_2031-T1_run2_vol0104.nii.npy
0.9977741241455078,0.9582439064979553,0.9666999578475952,0.99861741065979,zpr_2035-T1_run2_vol0063.nii.npy
0.9974544644355774,0.9521341323852539,0.9143189787864685,0.9998220205307007,zpr_2101-T2_run3_vol0140.nii.npy
0.9980908632278442,0.9305155277252197,0.9665188193321228,0.9985140562057495,zpr_2176-T1_run1_vol0265.nii.npy
0.9987360239028931,0.9553413987159729,0.9366111159324646,0.9996458888053894,zpr_2150-T1_run1_vol0270.nii.npy
0.9914015531539917,0.42622309923171997,0.9453125,0.991557776927948,zpr_2019-T1_run2_vol0100.nii.npy
0.996897280216217,0.9032729864120483,0.953667938709259,0.9975641369819641,zpr_2192-T1_run1_vol0100.nii.npy
0.9973958134651184,0.9557372331619263,0.9979181885719299,0.9973806738853455,zpr_2063-T1_run2_vol0171.nii.npy
0.9989237189292908,0.951994776725769,0.9748191833496094,0.9991905093193054,zpr_2051-T1_run1_vol0050.nii.npy
0.9971787929534912,0.9506919384002686,0.9228779077529907,0.9994349479675293,zpr_2105-T1_run1_vol0015.nii.npy
0.9983782768249512,0.9561632871627808,0.9367815852165222,0.9995635747909546,zpr_2095-T1_run2_vol0125.nii.npy
0.9981788396835327,0.9381166100502014,0.9876206517219543,0.9983285069465637,zpr_2160-T1_run1_vol0025.nii.npy
0.9989325404167175,0.929237961769104,0.9876033067703247,0.9990134835243225,zpr_2052-T1_run1_vol0135.nii.npy
0.9991055727005005,0.9813672304153442,0.9784383177757263,0.9996153712272644,zpr_2020-T2_run2_vol0115.nii.npy
0.9991114139556885,0.9683352708816528,0.9889007210731506,0.9992536306381226,zpr_2142-T1_run1_vol0303.nii.npy
0.9974574446678162,0.9539246559143066,0.9243048429489136,0.9996015429496765,zpr_2057-T1_run1_vol0015.nii.npy
0.9986891150474548,0.8935967683792114,0.9601023197174072,0.9989116191864014,zpr_2047-T1_run1_vol0065.nii.npy
0.9984574317932129,0.9716166853904724,0.9845800399780273,0.9988398551940918,zpr_2105-T1_run1_vol0095.nii.npy
0.9992727041244507,0.9523077011108398,0.9868473410606384,0.9993647933006287,zpr_2052-T1_run1_vol0060.nii.npy
0.9983900189399719,0.9646376967430115,0.938581109046936,0.9998228549957275,zpr_2065-T1_run1_vol0130.nii.npy
0.9984017014503479,0.9658457040786743,0.9790369868278503,0.9988592863082886,zpr_2105-T2_run2_vol0101.nii.npy
0.9964662194252014,0.8879173994064331,0.9689403176307678,0.996869683265686,zpr_2161-T1_run1_vol0350.nii.npy
0.9923341274261475,0.588735044002533,0.8714485168457031,0.993100106716156,zpr_2048-T1_run2_vol0094.nii.npy
0.9972755908966064,0.9514349699020386,0.9659271836280823,0.9981663227081299,zpr_2228-T2_me123_vol0282.nii.npy
0.9975541830062866,0.9263771176338196,0.9931856989860535,0.9976229667663574,zpr_2192-T1_run1_vol0235.nii.npy
0.9982961416244507,0.9386677742004395,0.9397590160369873,0.999119758605957,zpr_2176-T1_run1_vol0085.nii.npy
0.9984486699104309,0.954525887966156,0.9467939734458923,0.9993525147438049,zpr_2136-T1_run2_vol0123.nii.npy
0.9978210926055908,0.8291561007499695,0.9616000056266785,0.9980213046073914,zpr_2047-T1_run1_vol0095.nii.npy
0.9988240003585815,0.9658520221710205,0.9443796873092651,0.9997999668121338,zpr_2136-T1_run2_vol0217.nii.npy
0.9981436729431152,0.9359117150306702,0.925325334072113,0.9992262125015259,zpr_2040-T1_run1_vol0165.nii.npy
0.9987917542457581,0.9703426361083984,0.973004162311554,0.9993264675140381,zpr_2013-T1_run1_vol0060.nii.npy
0.9989999532699585,0.9513065814971924,0.9490028619766235,0.9995200037956238,zpr_2086-T1_run1_vol0013.nii.npy
0.9979500770568848,0.9282414317131042,0.985396683216095,0.9981213212013245,zpr_2160-T1_run1_vol0230.nii.npy
0.9979706406593323,0.9599397778511047,0.9604958295822144,0.9989439249038696,zpr_2177-T2_run1_vol0315.nii.npy
0.9987800121307373,0.9392523169517517,0.9199084639549255,0.9995970129966736,zpr_2086-T1_run1_vol0163.nii.npy
0.9978240132331848,0.9586583375930786,0.9644618630409241,0.9987201690673828,zpr_2117-T2_run1_vol0340.nii.npy
0.9985424876213074,0.9604896903038025,0.9668694138526917,0.9991336464881897,zpr_2029-T1_run2_vol0030.nii.npy
0.9953136444091797,0.806771457195282,0.7544097900390625,0.9984787702560425,zpr_2191-T1_run1_vol0015.nii.npy
0.9972081184387207,0.8840156197547913,0.8357521295547485,0.9992900490760803,zpr_2168-T1_run2_vol0345.nii.npy
0.9974955320358276,0.936001181602478,0.8896011114120483,0.9997634291648865,zpr_2091-T1_run2_vol0173.nii.npy
0.9978855848312378,0.9603606462478638,0.9325218796730042,0.9997316002845764,zpr_2101-T2_run3_vol0156.nii.npy
0.9909939169883728,0.6584362387657166,0.49104180932044983,0.9999910593032837,zpr_2040-T1_run2_vol0020.nii.npy
0.9990410208702087,0.9713183045387268,0.9589539170265198,0.9997315406799316,zpr_2136-T1_run2_vol0239.nii.npy
0.9975277781486511,0.9539420008659363,0.9199156761169434,0.9997496008872986,zpr_2101-T2_run3_vol0091.nii.npy
0.998052716255188,0.8961201310157776,0.8639517426490784,0.999369204044342,zpr_2084-T1_run2_vol0110.nii.npy
0.9978826642036438,0.9454600214958191,0.9103869795799255,0.9996827244758606,zpr_2095-T1_run2_vol0017.nii.npy
0.9991759061813354,0.9704676866531372,0.9888626933097839,0.9993191361427307,zpr_2142-T1_run1_vol0135.nii.npy
0.9992697834968567,0.974268913269043,0.965192437171936,0.9997649788856506,zpr_2150-T1_run1_vol0123.nii.npy
0.9976040720939636,0.9527280926704407,0.9379129409790039,0.9991812705993652,zpr_2074-T1_run1_vol0026.nii.npy
0.9946391582489014,0.9069246649742126,1.0,0.9944953918457031,zpr_2100-T2_run2_vol0011.nii.npy
0.9991319179534912,0.9693200588226318,0.9887925386428833,0.9992773532867432,zpr_2142-T1_run1_vol0180.nii.npy
0.9984398484230042,0.9433922171592712,0.9336562752723694,0.9993546605110168,zpr_2157-T1_run1_vol0180.nii.npy
0.998167097568512,0.9328029155731201,0.890028715133667,0.9997352361679077,zpr_2157-T1_run1_vol0028.nii.npy
0.9974398016929626,0.945658266544342,0.993330717086792,0.9975340962409973,zpr_2206-T2_run1_vol0324.nii.npy
0.996155321598053,0.9257097244262695,0.9667416214942932,0.9969026446342468,zpr_2079-T1_run1_vol0083.nii.npy
0.9986246228218079,0.9602171778678894,0.9588344693183899,0.9993255734443665,zpr_2136-T1_run2_vol0086.nii.npy
0.9956069588661194,0.8586258888244629,0.9713858366012573,0.9959442019462585,zpr_2161-T1_run1_vol0220.nii.npy
0.9983636140823364,0.9414234757423401,0.9062247276306152,0.9997202754020691,zpr_2157-T1_run1_vol0350.nii.npy
0.9988797307014465,0.9773750305175781,0.9631142616271973,0.9998014569282532,zpr_2076-T1_run2_vol0175.nii.npy
0.9976509809494019,0.9542834162712097,0.9382715821266174,0.9992441534996033,zpr_2074-T1_run1_vol0150.nii.npy
0.9894835948944092,0.3673253357410431,0.917180597782135,0.9897251129150391,zpr_2019-T1_run2_vol0170.nii.npy
0.9974339604377747,0.9586151242256165,0.9310914874076843,0.9996213316917419,zpr_2033-T2_run1_vol0045.nii.npy
0.997932493686676,0.9350529909133911,0.9842901229858398,0.9981419444084167,zpr_2192-T1_run1_vol0016.nii.npy
0.9983313679695129,0.9610460996627808,0.9808552265167236,0.9987059235572815,zpr_2164-T1_run1_vol0043.nii.npy
0.9976920485496521,0.9246529340744019,0.9224450588226318,0.9988652467727661,zpr_2037-T1_run1_vol0112.nii.npy
0.9981377720832825,0.9312547445297241,0.9889630079269409,0.9982563257217407,zpr_2152-T1_run1_vol0350.nii.npy
0.9984456896781921,0.9574502110481262,0.9582195281982422,0.9991934895515442,zpr_2091-T1_run2_vol0111.nii.npy
0.9982463121414185,0.9593363404273987,0.9511865973472595,0.9992924928665161,zpr_2066-T1_run1_vol0080.nii.npy
0.9920848608016968,0.8547440767288208,1.0,0.9918961524963379,zpr_2100-T2_run2_vol0029.nii.npy
0.9972814321517944,0.9424688220024109,0.9955421686172485,0.9973212480545044,zpr_2206-T2_run1_vol0235.nii.npy
0.9970527291297913,0.9449707269668579,0.9048867225646973,0.9997043609619141,zpr_2101-T2_run3_vol0034.nii.npy
0.9977800250053406,0.9256312251091003,0.9945113062858582,0.9978260397911072,zpr_2160-T1_run1_vol0115.nii.npy
0.9936801791191101,0.773705780506134,0.6427075862884521,0.9996808171272278,zpr_2040-T1_run2_vol0150.nii.npy
0.9980644583702087,0.9309189915657043,0.9882222414016724,0.9981960654258728,zpr_2160-T1_run1_vol0300.nii.npy
0.9991554021835327,0.983008861541748,0.9709790349006653,0.999882698059082,zpr_2076-T1_run2_vol0008.nii.npy
0.9981465935707092,0.9307321310043335,0.945867657661438,0.9988439679145813,zpr_2152-T1_run1_vol0215.nii.npy
0.9985776543617249,0.9379080533981323,0.9801980257034302,0.9987813234329224,zpr_2051-T1_run1_vol0130.nii.npy
0.9960644245147705,0.9249776601791382,0.968055248260498,0.9967844486236572,zpr_2079-T1_run1_vol0167.nii.npy
0.9953899383544922,0.85651695728302,0.9803593754768372,0.9956038594245911,zpr_2161-T1_run1_vol0190.nii.npy
0.9947770237922668,0.839967668056488,0.9813143014907837,0.9949676990509033,zpr_2161-T1_run1_vol0095.nii.npy
0.9972550868988037,0.9365251660346985,0.9762477278709412,0.997700035572052,zpr_2107-T2_run2_vol0175.nii.npy
0.9982873201370239,0.9646060466766357,0.9789642095565796,0.9987592697143555,zpr_2105-T2_run2_vol0170.nii.npy
0.9986099600791931,0.9739044308662415,0.9717644453048706,0.9993461966514587,zpr_2117-T2_run1_vol0155.nii.npy
0.9987448453903198,0.9689134359359741,0.9904959797859192,0.9989110231399536,zpr_2013-T1_run1_vol0078.nii.npy
0.9982814788818359,0.9355477094650269,0.9596118927001953,0.9987906813621521,zpr_2152-T1_run1_vol0240.nii.npy
0.998909056186676,0.9469631910324097,0.9480445384979248,0.9994370341300964,zpr_2086-T1_run1_vol0090.nii.npy
0.9985190033912659,0.883934736251831,0.9496296048164368,0.9988110661506653,zpr_2047-T1_run1_vol0017.nii.npy
0.9992727041244507,0.974914014339447,0.9694226384162903,0.9997143149375916,zpr_2150-T1_run1_vol0080.nii.npy
0.9976920485496521,0.9471989274024963,0.9539189338684082,0.9986630082130432,zpr_2107-T2_run2_vol0125.nii.npy
0.9989823698997498,0.932790994644165,0.9868852496147156,0.9990695714950562,zpr_2052-T1_run1_vol0115.nii.npy
0.9972755908966064,0.941019594669342,0.9093251824378967,0.9994291663169861,zpr_2065-T1_run1_vol0032.nii.npy
0.9977096319198608,0.9573060870170593,0.938779890537262,0.999366819858551,zpr_2057-T1_run1_vol0170.nii.npy
0.9972140192985535,0.9514464139938354,0.9730294942855835,0.9979120492935181,zpr_2228-T2_me123_vol0330.nii.npy
0.9986363053321838,0.940392255783081,0.9463364481925964,0.9992376565933228,zpr_2051-T1_run1_vol0012.nii.npy
0.9985131621360779,0.9650272727012634,0.9541672468185425,0.9994875192642212,zpr_2066-T1_run1_vol0105.nii.npy
0.9991905689239502,0.9712440371513367,0.9716489315032959,0.9995836019515991,zpr_2150-T1_run1_vol0147.nii.npy
0.9972286820411682,0.9084390997886658,0.9459241032600403,0.9979853630065918,zpr_2040-T1_run1_vol0018.nii.npy
0.9985835552215576,0.9684993028640747,0.9656652212142944,0.9993429183959961,zpr_2066-T1_run1_vol0165.nii.npy
0.9967242479324341,0.8967366218566895,0.9786117672920227,0.9969913959503174,zpr_2161-T1_run1_vol0205.nii.npy
0.9980263710021973,0.8929877281188965,0.8337292075157166,0.9996653199195862,zpr_2084-T1_run2_vol0036.nii.npy
0.9986422061920166,0.9678717851638794,0.98558509349823,0.998918890953064,zpr_2164-T1_run1_vol0105.nii.npy
0.9973254799842834,0.9518733620643616,0.9772456288337708,0.9978840351104736,zpr_2105-T1_run1_vol0155.nii.npy
0.9975952506065369,0.904026210308075,0.9509972929954529,0.9981569051742554,zpr_2031-T1_run2_vol0020.nii.npy
0.9975483417510986,0.9182795882225037,0.9587671160697937,0.9981136322021484,zpr_2192-T1_run1_vol0325.nii.npy
0.9977565407752991,0.9294865727424622,0.9155620336532593,0.9991057515144348,zpr_2037-T1_run1_vol0130.nii.npy
0.997923731803894,0.9615175724029541,0.9911474585533142,0.9981058239936829,zpr_2035-T1_run1_vol0010.nii.npy
0.9971993565559387,0.9505360722541809,0.9840214252471924,0.9975698590278625,zpr_2228-T2_me123_vol0225.nii.npy
0.9963576793670654,0.9223458766937256,0.8954716324806213,0.9988549947738647,zpr_2006-T1_run1_vol0017.nii.npy
0.9973313212394714,0.8920266032218933,0.8568497896194458,0.9991621971130371,zpr_2168-T1_run2_vol0231.nii.npy
0.9976274967193604,0.8726184964179993,0.8311337828636169,0.9992714524269104,zpr_2084-T1_run2_vol0050.nii.npy
0.9967008233070374,0.8687740564346313,0.7839999794960022,0.9997055530548096,zpr_2168-T1_run2_vol0024.nii.npy
0.9979471564292908,0.9626666903495789,0.9805519580841064,0.9984297156333923,zpr_2035-T1_run2_vol0159.nii.npy
0.9987155199050903,0.9737724661827087,0.9777536988258362,0.9992395043373108,zpr_2177-T2_run1_vol0069.nii.npy
0.9986363053321838,0.9513852596282959,0.9684972167015076,0.9990573525428772,zpr_2176-T1_run1_vol0065.nii.npy
0.9958708882331848,0.8657769560813904,0.9895402193069458,0.9959572553634644,zpr_2161-T1_run1_vol0260.nii.npy
0.9979794025421143,0.9629510045051575,0.9571352005004883,0.9991315603256226,zpr_2057-T1_run1_vol0070.nii.npy
0.996950089931488,0.9459178447723389,0.9855873584747314,0.9972661137580872,zpr_2228-T2_me123_vol0115.nii.npy
0.9988210797309875,0.9558144807815552,0.9770786762237549,0.9991085529327393,zpr_2081-T1_run1_vol0157.nii.npy
0.9990029335021973,0.9767600893974304,0.9870147705078125,0.9992629289627075,zpr_2013-T1_run1_vol0043.nii.npy
0.9986568689346313,0.968278169631958,0.9902252554893494,0.9988350868225098,zpr_2013-T1_run1_vol0127.nii.npy
0.9977389574050903,0.9505674242973328,0.9094589352607727,0.9999008774757385,zpr_2065-T1_run1_vol0093.nii.npy
0.99815833568573,0.9294857382774353,0.9771010279655457,0.9984232187271118,zpr_2152-T1_run1_vol0110.nii.npy
0.9991055727005005,0.9689061045646667,0.9668362140655518,0.9995774626731873,zpr_2150-T1_run1_vol0175.nii.npy
0.9989442825317383,0.9097291827201843,0.9572559595108032,0.9991772174835205,zpr_2047-T1_run1_vol0166.nii.npy
0.9971172213554382,0.8838198781013489,0.8169106245040894,0.9995689988136292,zpr_2168-T1_run2_vol0059.nii.npy
0.9991202354431152,0.9684077501296997,0.9727099537849426,0.9994914531707764,zpr_2150-T1_run1_vol0305.nii.npy
0.9989823698997498,0.980336606502533,0.9774011373519897,0.9995574355125427,zpr_2177-T2_run1_vol0250.nii.npy
0.9987653493881226,0.9768592119216919,0.9895322918891907,0.9990150928497314,zpr_2035-T1_run1_vol0122.nii.npy
0.9977389574050903,0.959397554397583,0.9755810499191284,0.9983627796173096,zpr_2035-T1_run1_vol0073.nii.npy
